track,artist,release,explicit,uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,pitches,Timbre,CS,start,Y
Rendezvous,PARTYNEXTDOOR,2017-06-02,1,spotify:track:77mh9ekRRedxpn25cf4p6q,0.005,0.754,0.199,0.371,0.0,0.909,0.094,0.784,1.0,0.026,0.281,0.75,0.379,0.319,0.051,0.915,0.135,1.004
To the Max,DJ Khaled,2017-06-22,1,spotify:track:2of5xn0GU0TdFneR1saRLH,0.019,0.373,0.179,0.822,0.0,0.909,0.2,0.828,0.0,0.231,0.682,0.75,0.727,0.573,0.226,0.848,0.137,2.38
Mask Off (feat. Kendrick Lamar) - Remix,Future,2017-06-30,1,spotify:track:6dVZCbi9CYtD9LjAHXRjIG,0.012,0.687,0.25,0.423,0.013,0.182,0.458,0.65,1.0,0.386,0.622,0.75,0.212,0.232,0.176,0.882,0.137,1.587
I Like Me Better,Lauv,2018-05-31,0,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,0.539,0.725,0.183,0.506,0.0,0.818,0.088,0.775,1.0,0.244,0.268,0.75,0.412,0.35,0.283,0.946,0.137,1.924
Sorry,Halsey,2017-06-02,0,spotify:track:44n97yHySt0Z9rqPaXgjCK,0.92,0.437,0.208,0.244,0.0,0.455,0.101,0.724,0.0,0.015,0.16,0.75,0.341,0.184,0.381,0.713,0.137,1.063
Heaven In Hiding,Halsey,2017-06-02,1,spotify:track:2zRiYzBzeabQQ16BK3c6jk,0.096,0.481,0.194,0.886,0.0,0.091,0.043,0.881,0.0,0.12,0.427,0.75,0.472,0.556,0.078,0.861,0.137,1.087
100 Letters,Halsey,2017-06-02,0,spotify:track:5EBvHC0SGFJDenBJafqOX4,0.156,0.717,0.197,0.72,0.0,1.0,0.047,0.847,0.0,0.071,0.379,0.75,0.367,0.393,0.097,0.87,0.137,1.065
Small Town Boy,Dustin Lynch,2017-09-08,0,spotify:track:2YMhrXQYKkm4kXLcXKKd5z,0.025,0.486,0.192,0.75,0.0,0.818,0.358,0.821,1.0,0.006,0.153,0.75,0.678,0.425,0.049,0.929,0.137,1.134
Can I Be Him,James Arthur,2016-10-28,0,spotify:track:0VhgEqMTNZwYL1ARDLLNCX,0.31,0.658,0.237,0.545,0.0,1.0,0.077,0.817,1.0,0.028,0.366,0.75,0.475,0.472,0.134,0.947,0.138,1.206
Doves In The Wind,SZA,2017-06-09,1,spotify:track:593W4qZOwwdqF6YnimJjL6,0.345,0.653,0.258,0.72,0.0,0.909,0.086,0.865,0.0,0.348,0.545,0.75,0.617,0.653,0.32,0.893,0.141,1.45
Pendulum,Katy Perry,2017-06-09,0,spotify:track:6Pp0cu0y4lOyRd04L3e9lS,0.003,0.567,0.23,0.797,0.0,0.455,0.01,0.832,1.0,0.022,0.281,0.75,0.609,0.563,0.072,0.958,0.141,1.497
That Far,6LACK,2017-06-09,1,spotify:track:1BjiBbVzBMREvXiT6X5tHi,0.24,0.718,0.17,0.611,0.0,0.909,0.076,0.859,0.0,0.174,0.22,0.75,0.231,0.383,0.239,0.863,0.141,1.386
Baby One More Time - Recorded at Spotify Studios New York City,Ed Sheeran,2017-06-07,0,spotify:track:4mJDfMcT7odIUjWlb2WO4L,0.19,0.773,0.161,0.302,0.0,1.0,0.066,0.815,0.0,0.031,0.345,0.75,0.634,0.202,0.074,0.829,0.141,1.352
Lift Me Up - Michael Brun Remix,OneRepublic,2017-06-09,0,spotify:track:4o5zhD9pAf3MN1LRitbSiX,0.344,0.724,0.196,0.746,0.0,0.545,0.213,0.818,1.0,0.05,0.427,0.75,0.818,0.496,0.071,0.985,0.141,1.188
Sober,Lorde,2017-06-16,1,spotify:track:7eElVgPcxDqmgGrSwVFI74,0.174,0.778,0.183,0.466,0.004,0.545,0.111,0.696,1.0,0.168,0.366,0.75,0.514,0.601,0.31,0.974,0.141,1.724
Broken Clocks,SZA,2017-06-09,1,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,0.131,0.643,0.22,0.689,0.0,0.545,0.143,0.782,1.0,0.163,0.396,0.75,0.398,0.507,0.205,0.99,0.141,1.145
Supermodel,SZA,2017-06-09,1,spotify:track:5wTVNpi5WDByxBgKgUE6MU,0.656,0.556,0.165,0.441,0.0,0.545,0.253,0.739,1.0,0.282,0.435,1.0,0.238,0.228,0.116,0.924,0.141,1.25
Drew Barrymore,SZA,2017-06-09,1,spotify:track:06u5LrUpbosQlQ1QJFhPpG,0.496,0.515,0.22,0.524,0.0,0.0,0.133,0.835,0.0,0.021,0.53,0.75,0.277,0.328,0.128,0.831,0.141,1.066
The Weekend,SZA,2017-06-09,1,spotify:track:6gU9OKjOE7ghfEd55oRO57,0.242,0.405,0.265,0.363,0.0,0.727,0.111,0.724,0.0,0.032,0.123,1.0,0.141,0.355,0.172,0.803,0.141,1.179
Ex Calling,6LACK,2016-11-18,1,spotify:track:1MQ8ydvrTnn2QJgXFATJvD,0.006,0.75,0.199,0.566,0.0,0.091,0.203,0.786,1.0,0.24,0.658,0.75,0.034,0.234,0.127,0.886,0.142,1.038
High Without Your Love,Loote,2018-06-15,0,spotify:track:3hwyRkhcVkcgUJHKKmxS8k,0.124,0.868,0.176,0.493,0.0,0.455,0.117,0.826,1.0,0.054,0.33,0.75,0.779,0.358,0.253,0.962,0.143,1.098
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,2017-06-30,1,spotify:track:5bcTCxgc7xVfSaMV3RuVke,0.065,0.895,0.212,0.752,0.0,1.0,0.077,0.905,0.0,0.036,0.324,0.75,0.887,0.499,0.125,0.856,0.147,4.398
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-06-22,1,spotify:track:45XhKYRRkyeqoW3teSOkCM,0.029,0.557,0.191,0.687,0.0,0.727,0.111,0.906,1.0,0.058,0.304,0.75,0.622,0.523,0.211,0.968,0.147,7.995
Supercut,Lorde,2017-06-16,0,spotify:track:6K8VQ84MqhsoakN5MjrnVR,0.22,0.496,0.271,0.436,0.0,0.0,0.063,0.7,1.0,0.031,0.469,0.75,0.13,0.462,0.118,0.867,0.147,1.802
Homemade Dynamite,Lorde,2017-11-10,1,spotify:track:5u64RlrnvvbtNh6R0EMh6o,0.23,0.76,0.202,0.55,0.0,0.0,0.112,0.851,0.0,0.057,0.36,0.75,0.156,0.416,0.141,0.838,0.147,1.687
The Louvre,Lorde,2017-06-16,0,spotify:track:5q4BpnMrYEFzLO0dYODj6J,0.24,0.618,0.264,0.379,0.008,0.0,0.077,0.707,1.0,0.026,0.459,0.75,0.105,0.415,0.153,0.864,0.147,1.651
Hard Feelings/Loveless,Lorde,2017-06-16,1,spotify:track:1Dp7JGFNjvg8Nk0CtMCcnr,0.033,0.405,0.369,0.444,0.011,0.091,0.06,0.679,0.0,0.096,0.3,0.75,0.161,0.434,0.268,0.833,0.147,1.538
OG Kush Diet,2 Chainz,2017-06-16,1,spotify:track:1Qxj5nxpN2zXWYngetSiRi,0.164,0.919,0.242,0.636,0.0,0.0,0.198,0.849,1.0,0.384,0.561,0.75,0.333,0.45,0.192,0.92,0.147,1.563
Relationship (feat. Future),Young Thug,2017-06-16,1,spotify:track:25oOaleife6E2MIKmFkPvg,0.003,0.833,0.203,0.601,0.0,0.182,0.109,0.812,1.0,0.042,0.598,0.75,0.285,0.38,0.276,0.941,0.147,1.502
Sober II (Melodrama),Lorde,2017-06-16,1,spotify:track:54ucfuN596MU25jQD3KjCL,0.167,0.45,0.163,0.307,0.0,0.727,0.055,0.659,0.0,0.023,0.396,0.75,0.078,0.282,0.095,0.825,0.147,1.347
Writer In The Dark,Lorde,2017-06-16,0,spotify:track:193Dm5SqYy3hTSbuzxbwKc,0.735,0.21,0.204,0.265,0.0,0.636,0.297,0.762,1.0,0.02,0.146,0.75,0.265,0.236,0.179,0.8,0.147,1.376
The Man,The Killers,2017-09-22,0,spotify:track:5aWhs651KYM26HYM16kRdk,0.073,0.548,0.241,0.956,0.0,0.545,0.052,0.92,0.0,0.098,0.354,0.75,0.516,0.664,0.037,0.897,0.147,1.535
Walking The Wire,Imagine Dragons,2017-06-23,0,spotify:track:1y3bE5i57eUm3hfLAc7h08,0.016,0.469,0.222,0.769,0.0,0.364,0.077,0.841,1.0,0.015,0.318,0.75,0.127,0.44,0.014,0.924,0.147,1.443
Liability (Reprise),Lorde,2017-06-16,1,spotify:track:6lFDB0BFDRV58qaQDX85jV,0.91,0.484,0.116,0.271,0.0,0.0,0.091,0.646,1.0,0.043,0.182,0.75,0.245,0.313,0.571,0.728,0.147,1.169
All I Can Think About Is You,Coldplay,2017-07-13,0,spotify:track:6V6goat94tTJOWXXKZstNX,0.156,0.237,0.268,0.719,0.734,0.455,0.05,0.81,1.0,0.011,0.154,0.75,0.417,0.27,0.101,0.804,0.147,1.31
Saturday Night,2 Chainz,2017-06-16,1,spotify:track:5zlSTZhZq6rXL4Xn2PBayO,0.455,0.594,0.264,0.815,0.0,0.0,0.094,0.865,0.0,0.079,0.414,0.75,0.456,0.462,0.169,0.85,0.147,1.243
Trap Check,2 Chainz,2017-06-16,1,spotify:track:21PYvZScoUng2OZNj21VTh,0.14,0.783,0.171,0.677,0.0,0.091,0.299,0.852,1.0,0.151,0.598,0.75,0.312,0.409,0.39,0.948,0.147,1.226
Family Don't Matter (feat. Millie Go Lightly),Young Thug,2017-06-16,1,spotify:track:445YTBOjx9kYThBepGA9au,0.173,0.577,0.29,0.435,0.0,0.636,0.433,0.7,1.0,0.435,0.592,0.75,0.697,0.454,0.337,0.937,0.147,1.153
Realize,2 Chainz,2017-06-16,1,spotify:track:64wR8Jdm7ikY3IbJOt5F9Z,0.367,0.748,0.221,0.555,0.0,0.364,0.077,0.8,0.0,0.171,0.439,0.75,0.086,0.394,0.168,0.885,0.147,1.171
Big Amount,2 Chainz,2017-06-16,1,spotify:track:5tkDCf3xKRZjT5RbCb3sZB,0.012,0.647,0.173,0.839,0.0,0.273,0.091,0.874,0.0,0.251,0.524,0.75,0.134,0.565,0.12,0.867,0.147,1.27
Riverdale Rd,2 Chainz,2017-06-16,1,spotify:track:5xkTHyhR9kCuFvqPkjgpId,0.018,0.862,0.19,0.657,0.0,1.0,0.75,0.873,1.0,0.229,0.47,0.75,0.205,0.46,0.807,0.9,0.147,1.189
Feel It Still,Portugal. The Man,2017-06-16,0,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,0.042,0.784,0.146,0.804,0.0,0.091,0.053,0.847,0.0,0.029,0.19,0.75,0.763,0.398,0.114,0.833,0.147,1.337
Tomorrow 'Til Infinity (feat. Gunna),Young Thug,2017-06-16,1,spotify:track:6Zm6fxOVPzyArjrNPx9LRe,0.026,0.849,0.217,0.517,0.0,0.0,0.298,0.794,1.0,0.031,0.537,0.75,0.269,0.325,0.198,0.899,0.147,1.106
Congratulations - Remix,Post Malone,2017-06-16,1,spotify:track:2YK01AIIWuywG24gsbuizE,0.199,0.689,0.278,0.735,0.0,0.909,0.489,0.866,0.0,0.039,0.458,0.75,0.506,0.449,0.196,0.884,0.147,1.313
Poor Fool,2 Chainz,2017-06-16,1,spotify:track:0NUv9KAJeJM6dndf1rXbU9,0.023,0.742,0.21,0.619,0.063,0.909,0.155,0.873,0.0,0.028,0.501,0.75,0.148,0.223,0.165,0.855,0.147,1.084
Blue Cheese,2 Chainz,2017-06-16,1,spotify:track:67gmXPQZL1ISSh13OJJ1Pu,0.07,0.787,0.305,0.586,0.0,0.636,0.591,0.841,1.0,0.234,0.501,0.75,0.088,0.306,0.27,0.924,0.147,1.166
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,2017-03-24,1,spotify:track:15EPc80XuFrb2LmOzGjuRg,0.134,0.696,0.16,0.611,0.0,0.091,0.069,0.752,0.0,0.116,0.499,0.75,0.439,0.389,0.178,0.89,0.149,1.043
Black,Dierks Bentley,2016-06-10,0,spotify:track:2lFtnEmkIPm2ClN55e2chV,0.254,0.604,0.198,0.659,0.001,0.091,0.101,0.802,1.0,0.016,0.439,0.75,0.607,0.492,0.027,0.947,0.15,1.021
Tone It Down (feat. Chris Brown),Gucci Mane,2017-10-13,1,spotify:track:3l4ha5okkyLgMAFIKRSNVG,0.128,0.733,0.207,0.661,0.0,0.727,0.086,0.833,1.0,0.048,0.506,0.75,0.591,0.445,0.21,0.989,0.152,1.2
I Love You so Much (feat. Chance the Rapper),DJ Khaled,2017-06-20,0,spotify:track:3dgWxFqPQl90Y5nmIkyy6f,0.021,0.522,0.285,0.905,0.0,0.0,0.207,0.874,0.0,0.213,0.335,0.75,0.501,0.602,0.042,0.832,0.153,1.984
"Iced Out My Arms (feat. Future, Migos, 21 Savage & T.I.)",DJ Khaled,2017-06-22,1,spotify:track:2ClE3QfsNx9p0zjPKxmUYq,0.022,0.848,0.269,0.613,0.0,1.0,0.119,0.811,1.0,0.245,0.562,0.75,0.311,0.393,0.282,0.945,0.153,1.443
"On Everything (feat. Travis Scott, Rick Ross & Big Sean)",DJ Khaled,2017-06-22,1,spotify:track:7lxZbmtC6SkUc2yXBgDOdO,0.023,0.472,0.222,0.763,0.0,0.091,0.216,0.889,1.0,0.041,0.733,0.75,0.252,0.378,0.135,0.912,0.153,1.489
Start Over,Imagine Dragons,2017-06-23,0,spotify:track:2Iug43iQrHN8CbGsUd2tEt,0.006,0.66,0.171,0.941,0.0,0.091,0.14,0.849,0.0,0.051,0.306,0.5,0.766,0.779,0.047,0.807,0.153,1.368
Yeah Right,Vince Staples,2017-06-23,1,spotify:track:35tWhD29yvWwB0IDRr6zsL,0.018,0.703,0.174,0.467,0.0,0.091,0.383,0.734,1.0,0.072,0.427,0.75,0.271,0.304,0.075,0.906,0.153,1.27
I Don't Know Why,Imagine Dragons,2017-06-23,0,spotify:track:28heol5hhOGj6KYbJrRteJ,0.007,0.588,0.175,0.646,0.0,0.182,0.174,0.781,1.0,0.04,0.445,0.75,0.049,0.535,0.1,0.905,0.153,1.34
I'll Make It Up To You,Imagine Dragons,2017-06-23,0,spotify:track:0FfX0nofboxZjP0diT1eFv,0.008,0.213,0.255,0.679,0.042,0.636,0.285,0.779,1.0,0.087,0.787,0.5,0.108,0.429,0.051,0.849,0.153,1.275
It's Secured (feat. Nas & Travis Scott),DJ Khaled,2017-06-22,1,spotify:track:56uTIyBsxLQIYgF765A2aM,0.04,0.434,0.207,0.862,0.0,0.455,0.683,0.912,0.0,0.295,0.695,0.75,0.603,0.672,0.205,0.841,0.153,1.381
I Can't Even Lie (feat. Future & Nicki Minaj),DJ Khaled,2017-06-22,1,spotify:track:2G60ShHRZZhqxSKbZTWdOh,0.027,0.628,0.232,0.624,0.0,0.182,0.178,0.819,1.0,0.033,0.439,0.75,0.209,0.396,0.063,0.938,0.153,1.417
"Down for Life (feat. PARTYNEXTDOOR, Future, Travis Scott, Rick Ross & Kodak Black)",DJ Khaled,2017-06-22,1,spotify:track:6CwTHNCzgkq41m11iPpzsf,0.344,0.554,0.296,0.795,0.0,0.091,0.07,0.925,1.0,0.264,0.561,0.75,0.664,0.635,0.14,0.948,0.153,1.392
Major Bag Alert (feat. Migos),DJ Khaled,2017-06-22,1,spotify:track:5ndHl6BMrihdTqvT6Exhln,0.017,0.787,0.293,0.672,0.0,0.818,0.206,0.858,1.0,0.015,0.549,0.75,0.114,0.282,0.064,0.943,0.153,1.339
Big Fish,Vince Staples,2017-06-23,0,spotify:track:6eL1ncVDtQHgSm3E288TS7,0.487,0.901,0.184,0.549,0.0,0.273,0.37,0.83,0.0,0.308,0.318,0.75,0.772,0.545,0.785,0.862,0.153,1.34
Rise Up,Imagine Dragons,2017-06-23,0,spotify:track:3zT2616WcD9Df5m21OsCX0,0.012,0.356,0.221,0.747,0.0,0.273,0.079,0.804,1.0,0.026,0.28,0.75,0.079,0.4,0.025,0.887,0.153,1.228
Nobody (feat. Alicia Keys & Nicki Minaj),DJ Khaled,2017-06-22,0,spotify:track:3M2ONLc0fOcM7Y0SvRwTCL,0.373,0.429,0.264,0.905,0.0,0.182,0.948,0.891,0.0,0.294,0.253,0.75,0.57,0.699,0.063,0.747,0.153,1.381
"Pull a Caper (feat. Kodak Black, Gucci Mane & Rick Ross)",DJ Khaled,2017-06-22,1,spotify:track:49rmaKoHG4RbmX4bWBy1mS,0.252,0.559,0.237,0.548,0.0,0.091,0.077,0.817,1.0,0.131,0.075,0.75,0.116,0.358,0.097,0.878,0.153,1.183
Champion,Fall Out Boy,2018-01-19,0,spotify:track:1DRUwJSt2YOUUEz965OJ66,0.001,0.192,0.178,0.917,0.0,0.0,0.435,0.876,1.0,0.244,0.853,0.75,0.296,0.714,0.081,0.826,0.153,1.178
(Intro) I'm so Grateful (feat. Sizzla),DJ Khaled,2017-06-22,0,spotify:track:7jVCxMS6dYUagRMVYv9Dah,0.459,0.246,0.294,0.881,0.0,0.545,0.25,0.809,0.0,0.72,0.695,0.75,0.302,0.713,0.045,0.783,0.153,1.167
Good Man (feat. Pusha T & Jadakiss),DJ Khaled,2017-06-22,1,spotify:track:5DRgbbdTpvqOe9QwhpFV6S,0.017,0.396,0.206,0.794,0.0,0.0,0.638,0.788,0.0,0.422,0.305,0.75,0.358,0.466,0.119,0.746,0.153,1.137
Yesterday,Imagine Dragons,2017-06-23,0,spotify:track:2SJf7W18D1AEpr8L9ATu0c,0.255,0.504,0.192,0.65,0.0,0.364,0.416,0.817,1.0,0.03,0.659,0.5,0.539,0.441,0.112,0.942,0.153,1.082
Mouth Of The River,Imagine Dragons,2017-06-23,0,spotify:track:1dekgAFF9uTCqLsklDaCWb,0.002,0.401,0.21,0.919,0.053,0.727,0.139,0.792,1.0,0.02,0.293,0.75,0.283,0.54,0.062,0.924,0.153,1.062
"Whatever (feat. Future, Young Thug, Rick Ross & 2 Chainz)",DJ Khaled,2017-06-22,1,spotify:track:1fkMGqxmsofVygRqah5OuK,0.028,0.744,0.295,0.707,0.0,0.545,0.447,0.897,0.0,0.3,0.501,0.75,0.485,0.29,0.057,0.904,0.153,1.062
That Range Rover Came With Steps (feat. Future & Yo Gotti),DJ Khaled,2017-06-22,1,spotify:track:6riQuAkwS7qaOLkcCnyiJ4,0.089,0.559,0.248,0.689,0.0,0.091,0.04,0.841,0.0,0.272,0.216,0.75,0.254,0.358,0.114,0.853,0.153,1.06
Dancing In The Dark,Imagine Dragons,2017-06-23,0,spotify:track:3adVVrcE2KS26OL4rYd27O,0.792,0.648,0.223,0.305,0.001,0.818,0.086,0.706,1.0,0.167,0.524,0.75,0.627,0.473,0.298,0.893,0.153,1.003
Signs,Drake,2017-06-23,0,spotify:track:6Na5uKk5SsqZimk0hAWo8y,0.109,0.775,0.224,0.742,0.006,0.0,0.096,0.874,1.0,0.033,0.362,0.75,0.206,0.32,0.153,0.909,0.154,4.763
No Complaints,Metro Boomin,2018-11-06,1,spotify:track:156LzfvMNKuXuiot4uzhGD,0.071,0.921,0.258,0.574,0.002,0.182,0.041,0.74,1.0,0.152,0.463,0.75,0.185,0.358,0.119,0.924,0.154,2.908
Two High,Moon Taxi,2018-01-19,0,spotify:track:5huOzlgCK7PsMSG4TFBvKY,0.051,0.638,0.2,0.742,0.001,1.0,0.093,0.835,0.0,0.027,0.36,0.75,0.521,0.496,0.019,0.864,0.154,1.244
PIE,Future,2017-07-27,1,spotify:track:5FsJ8AUxW1KBypdhFvbdkd,0.145,0.729,0.198,0.604,0.0,0.455,0.101,0.809,0.0,0.303,0.659,0.75,0.656,0.42,0.058,0.912,0.157,1.336
Audi.,Smokepurpp,2017-09-29,1,spotify:track:2INqEk4ko5AsGVLBsiKiQe,0.022,0.775,0.142,0.363,0.0,0.636,0.08,0.705,1.0,0.119,0.458,0.75,0.264,0.301,0.099,0.936,0.158,1.13
Prayers Up (feat. Travis Scott & A-Trak),Calvin Harris,2017-06-30,1,spotify:track:4KaIJ1FWXUoAAnOts1YWjD,0.436,0.808,0.191,0.642,0.0,0.818,0.199,0.872,0.0,0.146,0.232,0.75,0.788,0.516,0.32,0.882,0.159,1.872
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",2017-07-21,1,spotify:track:4bEcoz1OcfMgUbp2ft8ieQ,0.046,0.397,0.247,0.614,0.0,0.0,0.31,0.792,1.0,0.299,0.257,0.75,0.284,0.474,0.176,0.872,0.159,1.692
Faking It (feat. Kehlani & Lil Yachty),Calvin Harris,2017-06-30,1,spotify:track:0pJPdSVti6cTM1Q6xYGmcf,0.321,0.754,0.23,0.593,0.0,0.818,0.053,0.864,0.0,0.098,0.439,0.75,0.673,0.395,0.112,0.901,0.159,1.506
"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)",Calvin Harris,2017-06-30,1,spotify:track:0Ws8D3EWUDgY962Xftb0h5,0.153,0.689,0.225,0.799,0.0,0.364,0.014,0.854,0.0,0.231,0.287,0.75,0.428,0.535,0.109,0.909,0.159,1.536
Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",2017-07-21,1,spotify:track:21yRtB6B8EMounImAfHRCP,0.339,0.67,0.192,0.485,0.0,0.727,0.107,0.716,1.0,0.327,0.411,0.75,0.124,0.402,0.282,0.933,0.159,1.655
Extra Luv (feat. YG),Future,2017-06-30,1,spotify:track:1tlBuoIRrtqFs9bE9dmli5,0.189,0.82,0.237,0.575,0.001,0.364,0.093,0.81,0.0,0.21,0.318,0.75,0.213,0.547,0.135,0.902,0.159,1.329
"Holiday (feat. Snoop Dogg, John Legend & Takeoff)",Calvin Harris,2017-06-30,0,spotify:track:08Wc3X7XNSyF8WYBPt2L8E,0.475,0.826,0.153,0.778,0.002,0.545,0.063,0.928,0.0,0.058,0.342,0.75,0.586,0.499,0.034,0.91,0.159,1.396
Skrt On Me (feat. Nicki Minaj),Calvin Harris,2017-06-30,1,spotify:track:7iDxZ5Cd0Yg08d4fI5WVtG,0.17,0.678,0.217,0.901,0.0,0.0,0.157,0.883,1.0,0.016,0.33,0.75,0.979,0.412,0.231,0.898,0.159,1.329
Hard to Love (feat. Jessie Reyez),Calvin Harris,2017-06-30,1,spotify:track:6KdmNK9MogmGcnO3wNZHhp,0.113,0.726,0.219,0.794,0.0,0.182,0.044,0.806,1.0,0.16,0.61,0.75,0.864,0.547,0.106,0.947,0.159,1.191
Liife,Desiigner,2017-06-27,1,spotify:track:1W8vII5CLpMMzAGvGlAgCk,0.111,0.643,0.183,0.616,0.0,0.364,0.329,0.822,0.0,0.282,0.18,0.75,0.282,0.421,0.315,0.893,0.159,1.082
Super Far,LANY,2017-06-30,0,spotify:track:15ahYSiHAIMxAnujlXVtta,0.099,0.511,0.19,0.459,0.0,0.091,0.218,0.798,1.0,0.169,0.293,0.75,0.457,0.4,0.19,0.923,0.159,1.213
Feel It,Young Thug,2017-06-16,1,spotify:track:2BAmF6QyK5IYEOp1TFmt0u,0.096,0.688,0.226,0.514,0.0,0.636,0.339,0.767,0.0,0.104,0.464,0.75,0.298,0.292,0.348,0.906,0.16,1.071
The Fighter,Keith Urban,2016-05-06,0,spotify:track:5OUSPcqhYTOzpbXzoEvKim,0.023,0.64,0.168,0.867,0.0,1.0,0.177,0.846,0.0,0.031,0.513,0.75,0.764,0.459,0.159,0.862,0.16,1.05
Heartache On The Dance Floor,Jon Pardi,2016-05-13,0,spotify:track:0w3Q14i073jLoew1hgJkwD,0.057,0.536,0.192,0.844,0.0,0.818,0.069,0.871,1.0,0.026,0.416,0.75,0.62,0.537,0.024,0.964,0.162,1.141
My Girl,Dylan Scott,2017-08-04,0,spotify:track:3izNaTiYdotdPL0Bs76JqO,0.036,0.604,0.183,0.726,0.0,0.091,0.092,0.786,1.0,0.011,0.287,0.75,0.224,0.418,0.116,0.911,0.162,1.081
Begin (feat. Wales),Shallou,2017-05-12,0,spotify:track:1v5J1L8FbUQya4SUQFCstk,0.821,0.542,0.233,0.499,0.745,0.545,0.093,0.674,1.0,0.012,0.299,0.75,0.529,0.499,0.177,0.803,0.163,1.0
Praying,Kesha,2017-08-11,0,spotify:track:0jdny0dhgjUwoIp5GkqEaA,0.494,0.512,0.219,0.387,0.0,0.909,0.095,0.787,1.0,0.007,0.156,0.75,0.307,0.267,0.116,0.89,0.165,3.211
Bank Account,21 Savage,2017-09-23,1,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,0.015,0.885,0.208,0.342,0.0,0.727,0.07,0.757,0.0,0.348,0.165,0.75,0.367,0.286,0.194,0.833,0.166,5.55
Get Low (with Liam Payne),Zedd,2017-07-06,0,spotify:track:2syQ0f4SAQdzvlAewPl1DJ,0.027,0.684,0.191,0.939,0.0,0.091,0.032,0.894,1.0,0.028,0.367,0.75,0.539,0.609,0.11,0.931,0.166,1.707
Famous,21 Savage,2017-09-23,1,spotify:track:6g0TAJ1grweRwBMLQyiZFb,0.728,0.757,0.224,0.601,0.0,0.818,0.031,0.716,0.0,0.436,0.768,0.75,0.65,0.598,0.161,0.838,0.166,1.622
Numb,21 Savage,2017-09-23,1,spotify:track:1vc2YF7ZvUtwr45HNpdGch,0.044,0.83,0.264,0.436,0.0,0.455,0.116,0.668,0.0,0.278,0.208,0.75,0.459,0.446,0.083,0.88,0.166,2.205
Close My Eyes,21 Savage,2017-09-23,1,spotify:track:1mxC48728CxBA7WdKw6nFB,0.165,0.929,0.287,0.472,0.452,0.909,0.143,0.768,0.0,0.432,0.562,0.75,0.18,0.313,0.156,0.8,0.166,1.557
Bad Business,21 Savage,2017-09-23,1,spotify:track:5ZIZgRrrDj60O0F5oA9bVz,0.001,0.85,0.145,0.542,0.0,0.545,0.068,0.714,0.0,0.371,0.672,0.75,0.378,0.521,0.142,0.879,0.166,1.408
Bring Dem Things,French Montana,2017-07-14,1,spotify:track:3LRddJIw2ymm1CHIO9xlkC,0.0,0.38,0.182,0.671,0.02,0.091,0.062,0.8,1.0,0.155,0.402,1.0,0.326,0.403,0.127,0.902,0.166,1.27
Baby Girl,21 Savage,2017-09-23,1,spotify:track:3rBwHfVPzmfR3ZVSliB0Om,0.008,0.845,0.152,0.458,0.124,0.818,0.118,0.716,1.0,0.39,0.701,0.75,0.137,0.275,0.369,0.906,0.166,1.483
Thug Life,21 Savage,2017-09-23,1,spotify:track:0mhsw7HRwRwF79ES5ucP9Y,0.16,0.783,0.255,0.466,0.0,0.0,0.671,0.707,1.0,0.453,0.513,0.75,0.294,0.46,0.283,0.845,0.166,1.461
FaceTime,21 Savage,2017-09-23,1,spotify:track:55GLc4nywcX4aIlOcx1u06,0.22,0.664,0.229,0.628,0.0,0.909,0.091,0.674,1.0,0.3,0.275,0.75,0.374,0.51,0.144,0.941,0.166,1.458
Nothin New,21 Savage,2017-09-23,1,spotify:track:1szcZMcUlPjCItP4xNIU3E,0.146,0.714,0.207,0.466,0.0,0.0,0.072,0.696,0.0,0.401,0.622,0.75,0.172,0.302,0.292,0.806,0.166,1.298
Dead People,21 Savage,2017-09-23,1,spotify:track:74BIr8H03lr5L6LZ1friIa,0.299,0.825,0.128,0.522,0.0,0.455,0.099,0.658,0.0,0.339,0.676,0.75,0.194,0.456,0.081,0.875,0.166,1.241
7 Min Freestyle,21 Savage,2017-09-23,1,spotify:track:5aZrmUOr1kL5U6cg0WZNyw,0.073,0.836,0.44,0.453,0.823,0.091,0.111,0.734,1.0,0.25,0.652,0.75,0.26,0.392,0.233,0.784,0.166,1.255
Money Convo,21 Savage,2017-09-23,1,spotify:track:54i1CQFlT3LeGdIVctDQp1,0.039,0.808,0.201,0.27,0.024,0.091,0.094,0.69,1.0,0.106,0.591,0.75,0.032,0.105,0.089,0.841,0.166,1.258
